,host_id,host_location,host_acceptance_rate,bathrooms,amenities,review_scores_value
1296,107434423,"New York, NY",97%,1.0,"[""Dryer \u2013 In building"", ""Heating"", ""Coffee maker"", ""Dishwasher"", ""Iron"", ""Elevator"", ""Refrigerator"", ""High chair"", ""Hair dryer"", ""Gym"", ""Self check-in"", ""Shampoo"", ""Oven"", ""Private entrance"", ""Washer \u2013\u00a0In building"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Lockbox"", ""Hangers"", ""Cooking basics"", ""Crib"", ""Bed linens"", ""Paid parking off premises"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Long term stays allowed"", ""TV"", ""Wifi""]",
1297,43450256,"Cambridge, MA",55%,1.0,"[""Baking sheet"", ""Dryer \u2013 In building"", ""Heating"", ""Dishwasher"", ""Wine glasses"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Shampoo"", ""Oven"", ""Washer \u2013\u00a0In building"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Freezer"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Toaster"", ""Stove"", ""Coffee maker: drip coffee maker"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Indoor fireplace"", ""TV"", ""Wifi""]",
1298,458543134,,99%,1.0,"[""Heating"", ""Coffee maker"", ""Laundromat nearby"", ""Wine glasses"", ""Outdoor playground"", ""First aid kit"", ""Iron"", ""Portable fans"", ""Refrigerator"", ""Hair dryer"", ""Free street parking"", ""Self check-in"", ""Shampoo"", ""Private entrance"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Drying rack for clothing"", ""Microwave"", ""Smart lock"", ""Exterior security cameras on property"", ""Patio or balcony"", ""Hangers"", ""Hot water kettle"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""TV"", ""Wifi""]",5.0
1299,533234561,"New York, NY",51%,0.0,"[""Smoke alarm"", ""Dishes and silverware"", ""Heating"", ""Hot water"", ""Microwave"", ""Cooking basics"", ""Free street parking"", ""Self check-in"", ""Dishwasher"", ""Oven"", ""Lockbox"", ""Carbon monoxide alarm"", ""TV"", ""Wifi""]",
1300,173354770,"Cambridge, MA",87%,1.0,"[""Single oven"", ""Smoking allowed"", ""Dishwasher"", ""Pack \u2019n play/Travel crib - available upon request"", ""Iron"", ""Washer"", ""Clothing storage: closet"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Radiant heating"", ""Essentials"", ""Hot water"", ""Microwave"", ""Gas stove"", ""Freezer"", ""Housekeeping - available at extra cost"", ""Free parking on premises"", ""Private patio or balcony"", ""Cooking basics"", ""Bathtub"", ""Dedicated workspace"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Free dryer \u2013 In building"", ""Long term stays allowed"", ""TV"", ""Wifi""]",
1301,373675137,"Boston, MA",94%,,"[""Paid washer \u2013 In building"", ""Conditioner"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Room-darkening shades"", ""Fire extinguisher"", ""Shampoo"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Kitchen"", ""Hangers"", ""Lock on bedroom door"", ""Stove"", ""Coffee maker: drip coffee maker"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Carbon monoxide alarm"", ""Central heating"", ""TV"", ""Wifi""]",4.0
1302,431608080,,,2.0,"[""Electric stove"", ""Conditioner"", ""Bikes"", ""Dishwasher"", ""Wine glasses"", ""Coffee"", ""Fire pit"", ""Iron"", ""Washer"", ""Elevator"", ""Private gym in building"", ""Refrigerator"", ""Exercise equipment"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Pets allowed"", ""Blender"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Self check-in"", ""BBQ grill"", ""Kayak"", ""Shampoo"", ""Board games"", ""Pocket wifi"", ""Coffee maker: french press"", ""Smoke alarm"", ""Pool table"", ""Body soap"", ""Sun loungers"", ""Hot water"", ""Microwave"", ""Housekeeping - available at extra cost"", ""Freezer"", ""Exterior security cameras on property"", ""EV charger - level 2"", ""Kitchen"", ""Pool"", ""Outdoor dining area"", ""Free parking on premises"", ""Double oven"", ""Cooking basics"", ""Hot water kettle"", ""Toaster"", ""Bathtub"", ""City skyline view"", ""Crib"", ""Paid parking garage on premises"", ""Pool view"", ""Shower gel"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Central heating"", ""Keypad"", ""Indoor fireplace"", ""TV"", ""Wifi""]",3.0
1303,43450256,"Cambridge, MA",55%,1.0,"[""Baking sheet"", ""Dishwasher"", ""Wine glasses"", ""Iron"", ""Clothing storage"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Self check-in"", ""Shampoo"", ""Oven"", ""Private entrance"", ""Smoke alarm"", ""Radiant heating"", ""Essentials"", ""Hot water"", ""Microwave"", ""Freezer"", ""Lockbox"", ""Hangers"", ""Free washer \u2013 In building"", ""Hot water kettle"", ""Cooking basics"", ""Window AC unit"", ""Toaster"", ""Stove"", ""Coffee maker: drip coffee maker"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Carbon monoxide alarm"", ""Kitchen"", ""Free dryer \u2013 In building"", ""Long term stays allowed"", ""TV"", ""Wifi""]",
1304,43450256,"Cambridge, MA",55%,1.0,"[""Baking sheet"", ""Heating"", ""Dishwasher"", ""Wine glasses"", ""Iron"", ""Washer"", ""Clothing storage"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Shampoo"", ""Oven"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Freezer"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Toaster"", ""Lock on bedroom door"", ""Stove"", ""Dryer"", ""Coffee maker: drip coffee maker"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""TV"", ""Wifi""]",
1305,43450256,"Cambridge, MA",55%,1.0,"[""Baking sheet"", ""Heating"", ""Dishwasher"", ""Wine glasses"", ""Iron"", ""Washer"", ""Clothing storage"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Shampoo"", ""Oven"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Freezer"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Toaster"", ""Lock on bedroom door"", ""Stove"", ""Dryer"", ""Coffee maker: drip coffee maker"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Long term stays allowed"", ""TV"", ""Wifi""]",
1306,43450256,"Cambridge, MA",55%,1.0,"[""Baking sheet"", ""Heating"", ""Dishwasher"", ""Wine glasses"", ""Iron"", ""Washer"", ""Clothing storage"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Shampoo"", ""Oven"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Freezer"", ""Hot water kettle"", ""Cooking basics"", ""Toaster"", ""Lock on bedroom door"", ""Stove"", ""Dryer"", ""Coffee maker: drip coffee maker"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Long term stays allowed"", ""TV"", ""Wifi""]",5.0
1307,373675137,"Boston, MA",94%,1.0,"[""Conditioner"", ""Washer"", ""Clothing storage"", ""Refrigerator"", ""Dishes and silverware"", ""Fire extinguisher"", ""Self check-in"", ""Shampoo"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Kitchen"", ""Hangers"", ""Free parking on premises"", ""Stove"", ""Coffee maker: drip coffee maker"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Central heating"", ""Keypad"", ""TV"", ""Wifi""]",4.5
1308,417546358,,93%,1.0,"[""Paid washer \u2013 In building"", ""Conditioner"", ""Refrigerator"", ""Dishes and silverware"", ""Room-darkening shades"", ""Fire extinguisher"", ""Self check-in"", ""Shampoo"", ""Private entrance"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Kitchen"", ""Hangers"", ""Free parking on premises"", ""Hot water kettle"", ""Cooking basics"", ""Stove"", ""Coffee maker: drip coffee maker"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Central heating"", ""Keypad"", ""TV"", ""Wifi""]",4.0
1309,191243239,"Cambridge, MA",40%,2.0,"[""Baking sheet"", ""Coffee maker"", ""Dishwasher"", ""Wine glasses"", ""First aid kit"", ""Washer"", ""Refrigerator"", ""Dishes and silverware"", ""Fire extinguisher"", ""Blender"", ""Rice maker"", ""Oven"", ""Sound system"", ""Smoke alarm"", ""Microwave"", ""Freezer"", ""Hot water kettle"", ""Cooking basics"", ""Toaster"", ""Stove"", ""Dedicated workspace"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Wifi""]",
1310,22367355,"Boston, MA",50%,,"[""Heating"", ""Dishwasher"", ""First aid kit"", ""Coffee"", ""Washer"", ""Refrigerator"", ""Oven"", ""Private entrance"", ""Smoke alarm"", ""Hot water"", ""Freezer"", ""Exterior security cameras on property"", ""Patio or balcony"", ""Hangers"", ""Cooking basics"", ""Window AC unit"", ""Stove"", ""Dryer"", ""Bed linens"", ""Dining table"", ""Carbon monoxide alarm"", ""Kitchen"", ""TV"", ""Wifi""]",
1311,684804532,,50%,,"[""Heating"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Conditioner"", ""Iron"", ""Elevator"", ""Hair dryer"", ""Room-darkening shades"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Hangers"", ""Paid parking on premises"", ""Crib"", ""Shower gel"", ""Bed linens"", ""Building staff"", ""Air conditioning"", ""Carbon monoxide alarm"", ""TV"", ""Wifi""]",
1312,684804532,,50%,,"[""Heating"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Conditioner"", ""Iron"", ""Elevator"", ""Hair dryer"", ""Room-darkening shades"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Hangers"", ""Paid parking on premises"", ""Crib"", ""Shower gel"", ""Bed linens"", ""Building staff"", ""Air conditioning"", ""Carbon monoxide alarm"", ""TV"", ""Wifi""]",
1313,684804532,,50%,,"[""Heating"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Conditioner"", ""Iron"", ""Elevator"", ""Hair dryer"", ""Room-darkening shades"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Hangers"", ""Paid parking on premises"", ""Crib"", ""Shower gel"", ""Bed linens"", ""Building staff"", ""Air conditioning"", ""Carbon monoxide alarm"", ""TV"", ""Wifi""]",
1314,684804532,,50%,,"[""Heating"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Conditioner"", ""Iron"", ""Elevator"", ""Hair dryer"", ""Room-darkening shades"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Hangers"", ""Paid parking on premises"", ""Crib"", ""Shower gel"", ""Bed linens"", ""Building staff"", ""Air conditioning"", ""Carbon monoxide alarm"", ""TV"", ""Wifi""]",
1315,684804532,,50%,,"[""Heating"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Conditioner"", ""Iron"", ""Elevator"", ""Hair dryer"", ""Room-darkening shades"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Hangers"", ""Paid parking on premises"", ""Crib"", ""Shower gel"", ""Bed linens"", ""Building staff"", ""Air conditioning"", ""Carbon monoxide alarm"", ""TV"", ""Wifi""]",
1316,684804532,,50%,,"[""Heating"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Conditioner"", ""Iron"", ""Elevator"", ""Hair dryer"", ""Room-darkening shades"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Hangers"", ""Paid parking on premises"", ""Crib"", ""Shower gel"", ""Bed linens"", ""Building staff"", ""Air conditioning"", ""Carbon monoxide alarm"", ""TV"", ""Wifi""]",
1317,1173834,"Boston, MA",100%,1.0,"[""Electric stove"", ""Coffee maker"", ""Dishwasher"", ""Free driveway parking on premises \u2013 1 space"", ""Refrigerator"", ""Dishes and silverware"", ""Pets allowed"", ""Oven"", ""Smoke alarm"", ""Microwave"", ""Cooking basics"", ""Window AC unit"", ""Bathtub"", ""Bed linens"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Kitchen"", ""TV"", ""Wifi""]",4.83
1318,200043193,"Cambridge, MA",95%,1.0,"[""Central air conditioning"", ""Electric stove"", ""Coffee maker"", ""First aid kit"", ""Coffee"", ""Refrigerator"", ""Exercise equipment"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Central heating"", ""Free street parking"", ""Self check-in"", ""Board games"", ""Smoke alarm"", ""Hot water"", ""Microwave"", ""Smart lock"", ""Ceiling fan"", ""Free parking on premises"", ""Cooking basics"", ""Piano"", ""Cleaning available during stay"", ""Bathtub"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Kitchen"", ""TV"", ""Wifi""]",4.86
1319,373675137,"Boston, MA",94%,2.0,"[""Paid dryer"", ""Coffee maker"", ""Conditioner"", ""Clothing storage"", ""Refrigerator"", ""Dishes and silverware"", ""Central heating"", ""Paid washer"", ""Shampoo"", ""Private entrance"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Stove"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""TV"", ""Wifi""]",
1320,43450256,"Cambridge, MA",55%,1.0,"[""Baking sheet"", ""Heating"", ""Wine glasses"", ""Iron"", ""Clothing storage"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Self check-in"", ""Shampoo"", ""Oven"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Freezer"", ""Hangers"", ""Free washer \u2013 In building"", ""Hot water kettle"", ""Cooking basics"", ""Window AC unit"", ""Lock on bedroom door"", ""Toaster"", ""Stove"", ""Coffee maker: drip coffee maker"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""Free dryer \u2013 In building"", ""Long term stays allowed"", ""TV"", ""Wifi""]",3.0
1321,43450256,"Cambridge, MA",55%,1.0,"[""Baking sheet"", ""Heating"", ""Wine glasses"", ""Iron"", ""Clothing storage"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Self check-in"", ""Shampoo"", ""Oven"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Freezer"", ""Free washer \u2013 In building"", ""Hot water kettle"", ""Cooking basics"", ""Window AC unit"", ""Lock on bedroom door"", ""Toaster"", ""Stove"", ""Coffee maker: drip coffee maker"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""Free dryer \u2013 In building"", ""Long term stays allowed"", ""TV"", ""Wifi""]",
1322,43450256,"Cambridge, MA",55%,1.0,"[""Baking sheet"", ""Heating"", ""Wine glasses"", ""Iron"", ""Clothing storage"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Self check-in"", ""Shampoo"", ""Oven"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Freezer"", ""Hangers"", ""Free washer \u2013 In building"", ""Hot water kettle"", ""Cooking basics"", ""Window AC unit"", ""Lock on bedroom door"", ""Toaster"", ""Stove"", ""Coffee maker: drip coffee maker"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""Free dryer \u2013 In building"", ""Long term stays allowed"", ""TV"", ""Wifi""]",
1323,43450256,"Cambridge, MA",55%,1.0,"[""Baking sheet"", ""Heating"", ""Wine glasses"", ""Iron"", ""Clothing storage"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Self check-in"", ""Shampoo"", ""Oven"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Freezer"", ""Hangers"", ""Free washer \u2013 In building"", ""Hot water kettle"", ""Cooking basics"", ""Window AC unit"", ""Lock on bedroom door"", ""Toaster"", ""Stove"", ""Coffee maker: drip coffee maker"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""Free dryer \u2013 In building"", ""Long term stays allowed"", ""TV"", ""Wifi""]",
1324,18776842,,99%,3.0,"[""Children\u2019s dinnerware"", ""Baking sheet"", ""Heating"", ""Books and reading material"", ""Laundromat nearby"", ""Conditioner"", ""Dishwasher"", ""Wine glasses"", ""First aid kit"", ""Coffee"", ""Iron"", ""Washer"", ""Clothing storage"", ""Refrigerator"", ""Dishes and silverware"", ""High chair"", ""Hair dryer"", ""Room-darkening shades"", ""Fire extinguisher"", ""Pack \u2019n play/Travel crib"", ""Blender"", ""Free street parking"", ""Self check-in"", ""Shampoo"", ""Board games"", ""Oven"", ""Private entrance"", ""Noise decibel monitors on property"", ""Coffee maker: drip coffee maker, pour-over coffee"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Drying rack for clothing"", ""Microwave"", ""Housekeeping - available at extra cost"", ""Freezer"", ""Smart lock"", ""Exterior security cameras on property"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Toaster"", ""Free parking garage on premises \u2013 1 space"", ""Bathtub"", ""Dryer"", ""Stove"", ""Crib"", ""Paid parking garage on premises"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Paid parking off premises"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Fast wifi \u2013 425 Mbps"", ""Long term stays allowed"", ""TV"", ""Trash compactor""]",4.95
1325,18776842,,99%,2.0,"[""Bosch stainless steel gas stove"", ""Books and reading material"", ""Laundromat nearby"", ""Conditioner"", ""Dishwasher"", ""Free dryer \u2013 In unit"", ""Wine glasses"", ""First aid kit"", ""Coffee"", ""Iron"", ""Washer"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Hair dryer"", ""Room-darkening shades"", ""Fire extinguisher"", ""Blender"", ""Free street parking"", ""Self check-in"", ""Shampoo"", ""Board games"", ""Private entrance"", ""Noise decibel monitors on property"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Housekeeping available from 11:00\u202fAM to 3:00\u202fPM, Monday to Friday - available at extra cost"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Fast wifi \u2013 162 Mbps"", ""Hot water"", ""Microwave"", ""Freezer"", ""Baby bath - always at the listing"", ""Exterior security cameras on property"", ""Smart lock"", ""Kitchen"", ""Hangers"", ""Folding or convertible high chair - always at the listing"", ""Bosch stainless steel single oven"", ""Free parking on premises"", ""Bosch refrigerator"", ""Hot water kettle"", ""Cooking basics"", ""Paid parking on premises"", ""Toaster"", ""Bathtub"", ""Coffee maker: drip coffee maker"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Central heating"", ""Long term stays allowed"", ""TV"", ""Trash compactor""]",4.94
1326,18776842,,99%,2.0,"[""Children\u2019s dinnerware"", ""Baking sheet"", ""Bosch stainless steel gas stove"", ""Books and reading material"", ""Laundromat nearby"", ""Conditioner"", ""Fast wifi \u2013 175 Mbps"", ""Dishwasher"", ""Free dryer \u2013 In unit"", ""Wine glasses"", ""First aid kit"", ""Coffee"", ""Washer"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Hair dryer"", ""Room-darkening shades"", ""Fire extinguisher"", ""Blender"", ""Free street parking"", ""Self check-in"", ""Shampoo"", ""Board games"", ""Private entrance"", ""Noise decibel monitors on property"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Housekeeping available from 11:00\u202fAM to 3:00\u202fPM, Monday to Friday - available at extra cost"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Freezer"", ""Baby bath - always at the listing"", ""Exterior security cameras on property"", ""Smart lock"", ""Kitchen"", ""Folding or convertible high chair - always at the listing"", ""Bosch stainless steel single oven"", ""Free parking on premises"", ""Bosch refrigerator"", ""Hot water kettle"", ""Cooking basics"", ""Paid parking on premises"", ""Toaster"", ""Bathtub"", ""Paid parking garage off premises"", ""Coffee maker: drip coffee maker"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Central heating"", ""Long term stays allowed"", ""TV"", ""Trash compactor""]",4.88
1327,18776842,,99%,4.0,"[""Children\u2019s dinnerware"", ""Baking sheet"", ""Bosch stainless steel gas stove"", ""Books and reading material"", ""Laundromat nearby"", ""Conditioner"", ""Dishwasher"", ""Free dryer \u2013 In unit"", ""Wine glasses"", ""First aid kit"", ""Coffee"", ""Washer"", ""Dishes and silverware"", ""Hair dryer"", ""Room-darkening shades"", ""Fire extinguisher"", ""Blender"", ""Free street parking"", ""Self check-in"", ""Shampoo"", ""Board games"", ""Private entrance"", ""Noise decibel monitors on property"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Housekeeping available from 11:00\u202fAM to 3:00\u202fPM, Monday to Friday - available at extra cost"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Freezer"", ""Baby bath - always at the listing"", ""Exterior security cameras on property"", ""Smart lock"", ""Kitchen"", ""Folding or convertible high chair - always at the listing"", ""Bosch stainless steel single oven"", ""Free parking on premises"", ""Bosch refrigerator"", ""Hot water kettle"", ""Cooking basics"", ""Fast wifi \u2013 164 Mbps"", ""Paid parking on premises"", ""Toaster"", ""Bathtub"", ""Coffee maker: drip coffee maker"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Central heating"", ""Long term stays allowed"", ""TV"", ""Trash compactor""]",5.0
1328,272480550,"Cambridge, MA",54%,2.0,"[""Electric stove"", ""Conditioner"", ""First aid kit"", ""Hair dryer"", ""Fire extinguisher"", ""Central heating"", ""Shampoo"", ""Smoke alarm"", ""Sun loungers"", ""Body soap"", ""Hot water"", ""Microwave"", ""Blomberg refrigerator"", ""Blomberg single oven"", ""Outdoor dining area"", ""Free parking on premises"", ""Private patio or balcony"", ""Toaster"", ""Bathtub"", ""Shower gel"", ""Cleaning products"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""TV"", ""Wifi""]",5.0
1329,431608080,,,2.0,"[""Heating"", ""Fire pit"", ""Washer"", ""Iron"", ""Exercise equipment"", ""Hair dryer"", ""Fire extinguisher"", ""Pets allowed"", ""Self check-in"", ""BBQ grill"", ""Noise decibel monitors on property"", ""Smoke alarm"", ""Pool table"", ""Exterior security cameras on property"", ""Pool"", ""Outdoor dining area"", ""Free parking on premises"", ""Cooking basics"", ""Crib"", ""Dedicated workspace"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""TV"", ""Wifi""]",
1330,15154687,"Massachusetts, United States",100%,2.0,"[""Refrigerator"", ""Essentials"", ""Lock on bedroom door"", ""Heating"", ""Hot water"", ""Microwave"", ""Exterior security cameras on property"", ""Bed linens"", ""Dedicated workspace"", ""Self check-in"", ""Shampoo"", ""Air conditioning"", ""Keypad"", ""Long term stays allowed"", ""Wifi""]",5.0
1331,15154687,"Massachusetts, United States",100%,2.0,"[""Refrigerator"", ""Essentials"", ""Lock on bedroom door"", ""Heating"", ""Hot water"", ""Microwave"", ""Exterior security cameras on property"", ""Bed linens"", ""Dedicated workspace"", ""Self check-in"", ""Shampoo"", ""Air conditioning"", ""Keypad"", ""Long term stays allowed"", ""Wifi""]",4.33
1332,70960455,,100%,2.5,"[""Children\u2019s dinnerware"", ""Baking sheet"", ""Arcade games"", ""Heating"", ""Books and reading material"", ""Coffee maker"", ""Conditioner"", ""Dishwasher"", ""Wine glasses"", ""First aid kit"", ""Coffee"", ""Iron"", ""Washer"", ""Clothing storage"", ""Portable fans"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Room-darkening shades"", ""Fire extinguisher"", ""Self check-in"", ""BBQ grill"", ""Children's playroom"", ""Shampoo"", ""Board games"", ""Oven"", ""Children\u2019s books and toys"", ""Noise decibel monitors on property"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Drying rack for clothing"", ""Microwave"", ""Freezer"", ""Theme room"", ""Exterior security cameras on property"", ""Outdoor dining area"", ""Hangers"", ""Free parking on premises"", ""Private patio or balcony"", ""Mini fridge"", ""Hot water kettle"", ""Cooking basics"", ""Toaster"", ""Bathtub"", ""Stove"", ""Barbecue utensils"", ""Crib"", ""Outdoor furniture"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Game console"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""Dryer \u2013\u00a0In unit"", ""Long term stays allowed"", ""TV"", ""Wifi""]",5.0
1333,502043395,"Boston, MA",99%,2.0,"[""Children\u2019s dinnerware"", ""Baking sheet"", ""Heating"", ""Books and reading material"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Conditioner"", ""Laundromat nearby"", ""Dishwasher"", ""Wine glasses"", ""First aid kit"", ""Coffee"", ""Iron"", ""Washer"", ""Clothing storage"", ""Refrigerator"", ""Dishes and silverware"", ""High chair"", ""Hair dryer"", ""Room-darkening shades"", ""Fire extinguisher"", ""Pack \u2019n play/Travel crib"", ""Blender"", ""Self check-in"", ""Rice maker"", ""Shampoo"", ""Board games"", ""Oven"", ""Private entrance"", ""Noise decibel monitors on property"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Body soap"", ""Hot water"", ""Drying rack for clothing"", ""Microwave"", ""Freezer"", ""Smart lock"", ""Exterior security cameras on property"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Toaster"", ""Stove"", ""Dryer"", ""Paid parking garage off premises"", ""Crib"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Baby bath"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Long term stays allowed"", ""TV"", ""Wifi""]",5.0
