,host_id,host_location,host_acceptance_rate,bathrooms,amenities,review_scores_value
394,3406022,"Cambridge, MA",,,"[""Iron"", ""Smoke alarm"", ""Essentials"", ""Heating"", ""Dryer"", ""Pets allowed"", ""Shampoo"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Kitchen"", ""Washer"", ""Wifi""]",
395,9420910,"New York, NY",70%,1.0,"[""Wine glasses"", ""First aid kit"", ""Washer"", ""Exercise equipment"", ""Room-darkening shades"", ""Shampoo"", ""Smoke alarm"", ""Hot water"", ""Free parking on premises"", ""Paid parking on premises"", ""Toaster"", ""Lock on bedroom door"", ""Stove"", ""Dedicated workspace"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Wifi"", ""Trash compactor""]",5.0
396,222601907,"Boston, MA",100%,1.0,"[""Coffee maker"", ""Clothing storage: wardrobe"", ""Dishwasher"", ""Free dryer \u2013 In unit"", ""Wine glasses"", ""Coffee"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Room-darkening shades"", ""Self check-in"", ""Shampoo"", ""Paid street parking off premises"", ""Private entrance"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Backyard"", ""Hot water"", ""Microwave"", ""Free washer \u2013 In unit"", ""Lockbox"", ""Hangers"", ""Cooking basics"", ""Window AC unit"", ""Lock on bedroom door"", ""Shower gel"", ""Bed linens"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Central heating"", ""Long term stays allowed"", ""Private patio or balcony"", ""Wifi""]",4.74
397,43450256,"Cambridge, MA",55%,1.0,"[""Baking sheet"", ""Heating"", ""Wine glasses"", ""Iron"", ""Clothing storage"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Self check-in"", ""Shampoo"", ""Oven"", ""Private entrance"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Freezer"", ""Hangers"", ""Free washer \u2013 In building"", ""Hot water kettle"", ""Window AC unit"", ""Toaster"", ""Stove"", ""Coffee maker: drip coffee maker"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""Free dryer \u2013 In building"", ""Long term stays allowed"", ""TV"", ""Wifi""]",4.64
398,107434423,"New York, NY",97%,1.0,"[""Heating"", ""Coffee maker"", ""Dishwasher"", ""Iron"", ""Elevator"", ""Refrigerator"", ""High chair"", ""Hair dryer"", ""Pets allowed"", ""Gym"", ""Self check-in"", ""Shampoo"", ""Oven"", ""Private entrance"", ""Smoke alarm"", ""Essentials"", ""Fast wifi \u2013 223 Mbps"", ""Hot water"", ""Microwave"", ""Washer \u2013\u00a0In unit"", ""Lockbox"", ""Hangers"", ""Cooking basics"", ""Crib"", ""Bed linens"", ""Paid parking off premises"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Dryer \u2013\u00a0In unit"", ""Long term stays allowed"", ""TV""]",
399,19788941,"Boston, MA",22%,1.0,"[""Iron"", ""Smoke alarm"", ""Essentials"", ""Heating"", ""Hair dryer"", ""Dryer"", ""Shampoo"", ""Hangers"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Washer"", ""Wifi""]",5.0
400,43450256,"Cambridge, MA",55%,1.0,"[""Baking sheet"", ""Heating"", ""Wine glasses"", ""Iron"", ""Clothing storage"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Self check-in"", ""Shampoo"", ""Oven"", ""Private entrance"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Freezer"", ""Hangers"", ""Free washer \u2013 In building"", ""Hot water kettle"", ""Cooking basics"", ""Window AC unit"", ""Toaster"", ""Stove"", ""Coffee maker: drip coffee maker"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""Free dryer \u2013 In building"", ""Long term stays allowed"", ""TV"", ""Wifi""]",4.07
401,107434423,"New York, NY",97%,1.0,"[""Heating"", ""Coffee maker"", ""Dishwasher"", ""Iron"", ""Elevator"", ""Refrigerator"", ""High chair"", ""Hair dryer"", ""Pets allowed"", ""Gym"", ""Self check-in"", ""Shampoo"", ""Oven"", ""Private entrance"", ""Smoke alarm"", ""Essentials"", ""Fast wifi \u2013 223 Mbps"", ""Hot water"", ""Microwave"", ""Washer \u2013\u00a0In unit"", ""Lockbox"", ""Hangers"", ""Cooking basics"", ""Crib"", ""Bed linens"", ""Paid parking off premises"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Dryer \u2013\u00a0In unit"", ""Long term stays allowed"", ""TV""]",4.0
402,43450256,"Cambridge, MA",55%,,"[""Iron"", ""Smoke alarm"", ""Essentials"", ""Heating"", ""Hair dryer"", ""Dryer"", ""Shampoo"", ""Hangers"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Washer"", ""TV"", ""Wifi""]",4.75
403,254174375,,96%,1.0,"[""Baking sheet"", ""Heating"", ""Coffee maker"", ""Conditioner"", ""AC - split type ductless system"", ""Free dryer \u2013 In unit"", ""Dishwasher"", ""Wine glasses"", ""Free driveway parking on premises \u2013 1 space"", ""First aid kit"", ""Coffee"", ""Iron"", ""Ethernet connection"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Free street parking"", ""55 inch HDTV with Netflix, Amazon Prime Video, premium cable, standard cable, HBO Max"", ""Self check-in"", ""Shampoo"", ""Board games"", ""Oven"", ""Children\u2019s books and toys"", ""Private entrance"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Free washer \u2013 In unit"", ""Clothing storage: closet and dresser"", ""Freezer"", ""Hangers"", ""Ceiling fan"", ""Hot water kettle"", ""Cooking basics"", ""Toaster"", ""Bathtub"", ""Stove"", ""Bed linens"", ""Dining table"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""Private patio or balcony"", ""Wifi""]",4.82
404,43450256,"Cambridge, MA",55%,,"[""Baking sheet"", ""Dryer \u2013 In building"", ""Heating"", ""Coffee maker"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Shampoo"", ""Oven"", ""Private entrance"", ""Washer \u2013\u00a0In building"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Hangers"", ""Free parking on premises"", ""Stove"", ""TV with standard cable"", ""Shower gel"", ""Bed linens"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Long term stays allowed"", ""Wifi""]",
405,19788941,"Boston, MA",22%,1.0,"[""Iron"", ""Smoke alarm"", ""Essentials"", ""Lock on bedroom door"", ""Heating"", ""Hair dryer"", ""Dryer"", ""Fire extinguisher"", ""Hangers"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Washer"", ""TV"", ""Wifi""]",4.33
406,81038,"Cambridge, MA",94%,1.0,"[""HDTV"", ""Heating"", ""Paid washer \u2013 In building"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Conditioner"", ""Coffee maker: Keurig coffee machine"", ""Portable air conditioning"", ""Babysitter recommendations"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Pets allowed"", ""Free street parking"", ""Self check-in"", ""Shampoo"", ""Oven"", ""Private entrance"", ""Extra pillows and blankets"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Freezer"", ""Exterior security cameras on property"", ""Hangers"", ""Cooking basics"", ""Bathtub"", ""Stove"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""Long term stays allowed"", ""Wifi""]",4.62
407,81038,"Cambridge, MA",94%,1.0,"[""Baking sheet"", ""Heating"", ""Paid washer \u2013 In building"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Conditioner"", ""Dishwasher"", ""Coffee maker: Keurig coffee machine"", ""Portable air conditioning"", ""Wine glasses"", ""First aid kit"", ""Babysitter recommendations"", ""Coffee"", ""Iron"", ""Clothing storage"", ""Portable fans"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Pets allowed"", ""Blender"", ""Self check-in"", ""Shampoo"", ""Oven"", ""Private entrance"", ""32 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, HBO Max, Hulu, Netflix, Roku"", ""Extra pillows and blankets"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Gas stove"", ""Freezer"", ""Exterior security cameras on property"", ""Housekeeping available from 11:00\u202fAM to 4:00\u202fPM, every day - available at extra cost"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Toaster"", ""Bathtub"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""Long term stays allowed"", ""Wifi""]",4.67
408,7848820,,98%,1.5,"[""HDTV"", ""Baking sheet"", ""Central air conditioning"", ""Heating"", ""Books and reading material"", ""BBQ grill: gas"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Stainless steel gas stove"", ""Laundromat nearby"", ""Paid parking lot off premises"", ""Dishwasher"", ""Wine glasses"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Fire extinguisher"", ""Stainless steel oven"", ""Fast wifi \u2013 52 Mbps"", ""Rice maker"", ""Self check-in"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Freezer"", ""Paid parking lot on premises"", ""Exterior security cameras on property"", ""Hangers"", ""Ceiling fan"", ""Free washer \u2013 In building"", ""Hot water kettle"", ""Cooking basics"", ""Park view"", ""Toaster"", ""Lock on bedroom door"", ""Bathtub"", ""Barbecue utensils"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Clothing storage: closet, wardrobe, and dresser"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""Free dryer \u2013 In building"", ""Long term stays allowed""]",4.9
409,277913848,,76%,1.0,"[""Heating"", ""Coffee maker"", ""First aid kit"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Essentials"", ""Free washer \u2013 In unit"", ""Patio or balcony"", ""Hangers"", ""Cooking basics"", ""Window AC unit"", ""Lock on bedroom door"", ""Dryer"", ""Bed linens"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""TV"", ""Wifi""]",4.48
410,44939469,"Boston, MA",87%,1.0,"[""Baking sheet"", ""Heating"", ""Conditioner"", ""Dishwasher"", ""Coffee maker: Keurig coffee machine"", ""Wine glasses"", ""First aid kit"", ""Iron"", ""Washer"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Blender"", ""BBQ grill"", ""Shampoo"", ""Oven"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Backyard"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Gas stove"", ""Freezer"", ""Exterior security cameras on property"", ""Patio or balcony"", ""Outdoor dining area"", ""Hangers"", ""Cooking basics"", ""Piano"", ""Toaster"", ""Bathtub"", ""Dryer"", ""TV with standard cable"", ""Barbecue utensils"", ""Dedicated workspace"", ""Cleaning products"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Long term stays allowed"", ""Wifi""]",4.5
411,88868429,"Cambridge, MA",,1.0,"[""Iron"", ""Smoke alarm"", ""Essentials"", ""Heating"", ""Hair dryer"", ""Dryer"", ""Self check-in"", ""Shampoo"", ""Private entrance"", ""Lockbox"", ""Hangers"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Washer"", ""TV"", ""Wifi""]",5.0
412,44939469,"Boston, MA",87%,1.0,"[""Baking sheet"", ""Central air conditioning"", ""Heating"", ""Conditioner"", ""Dishwasher"", ""Coffee maker: Keurig coffee machine"", ""Wine glasses"", ""First aid kit"", ""Iron"", ""Washer"", ""Portable fans"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Blender"", ""BBQ grill"", ""Shampoo"", ""Oven"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Freezer"", ""Exterior security cameras on property"", ""Patio or balcony"", ""Outdoor dining area"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Piano"", ""Toaster"", ""Cleaning available during stay"", ""Bathtub"", ""Dryer"", ""Stove"", ""TV with standard cable"", ""Barbecue utensils"", ""Outdoor furniture"", ""Shower gel"", ""Dedicated workspace"", ""Cleaning products"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""Kitchen"", ""Long term stays allowed"", ""Wifi""]",4.67
413,34301226,"Cambridge, MA",,,"[""Baking sheet"", ""Heating"", ""Paid washer \u2013 In building"", ""Books and reading material"", ""Coffee maker"", ""Conditioner"", ""Wine glasses"", ""Iron"", ""Clothing storage"", ""Ethernet connection"", ""Refrigerator"", ""Exercise equipment"", ""Dishes and silverware"", ""Fire extinguisher"", ""Free street parking"", ""Self check-in"", ""Shampoo"", ""Oven"", ""Private entrance"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Carbon monoxide alarm"", ""Hot water"", ""Microwave"", ""Freezer"", ""Lockbox"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Window AC unit"", ""Toaster"", ""Stove"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""46 inch HDTV"", ""Kitchen"", ""Long term stays allowed"", ""Wifi""]",4.67
414,22541573,"New York, NY",99%,1.0,"[""Heating"", ""Coffee maker"", ""Conditioner"", ""Dishwasher"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Iron"", ""Clothing storage"", ""Elevator"", ""Refrigerator"", ""Exercise equipment"", ""Dishes and silverware"", ""Hair dryer"", ""Pets allowed"", ""Gym"", ""Self check-in"", ""Shampoo"", ""Oven"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Free washer \u2013 In unit"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Toaster"", ""Cleaning available during stay"", ""Stove"", ""TV with standard cable"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Dining table"", ""Building staff"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Wifi""]",5.0
415,22541573,"New York, NY",99%,1.0,"[""Heating"", ""Coffee maker"", ""Conditioner"", ""Dishwasher"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Iron"", ""Clothing storage"", ""Elevator"", ""Refrigerator"", ""Exercise equipment"", ""Dishes and silverware"", ""Hair dryer"", ""Pets allowed"", ""Gym"", ""Self check-in"", ""Shampoo"", ""Oven"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Free washer \u2013 In unit"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Toaster"", ""Cleaning available during stay"", ""Stove"", ""TV with standard cable"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Dining table"", ""Building staff"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Wifi""]",
416,22541573,"New York, NY",99%,2.0,"[""Heating"", ""Coffee maker"", ""Conditioner"", ""Dishwasher"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Iron"", ""Clothing storage"", ""Elevator"", ""Refrigerator"", ""Exercise equipment"", ""Dishes and silverware"", ""Hair dryer"", ""Pets allowed"", ""Gym"", ""Self check-in"", ""Shampoo"", ""Oven"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Free washer \u2013 In unit"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Toaster"", ""Cleaning available during stay"", ""Stove"", ""TV with standard cable"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Dining table"", ""Building staff"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Wifi""]",
417,1662428,"Cambridge, MA",,,"[""Smoke alarm"", ""Essentials"", ""Heating"", ""Hot water"", ""Dryer"", ""Fire extinguisher"", ""Free parking on premises"", ""Shampoo"", ""Private entrance"", ""Hangers"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Washer"", ""Wifi""]",5.0
418,6627181,"Cambridge, MA",,1.0,"[""Children\u2019s dinnerware"", ""Baking sheet"", ""Central air conditioning"", ""Books and reading material"", ""Conditioner"", ""Stainless steel gas stove"", ""40 inch HDTV with Amazon Prime Video, Netflix, Roku"", ""Dishwasher"", ""Free dryer \u2013 In unit"", ""Wine glasses"", ""Iron"", ""Clothing storage"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Blender"", ""Free street parking"", ""Stainless steel oven"", ""BBQ grill"", ""Rice maker"", ""Shampoo"", ""Self check-in"", ""Crib - always at the listing"", ""Private entrance"", ""Wifi \u2013 32 Mbps"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Changing table"", ""Free washer \u2013 In unit"", ""Freezer"", ""Exterior security cameras on property"", ""Kitchen"", ""Outdoor dining area"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Children\u2019s books and toys for ages 0-2 years old"", ""Private backyard \u2013 Fully fenced"", ""Toaster"", ""Bathtub"", ""Barbecue utensils"", ""Outdoor furniture"", ""Coffee maker: drip coffee maker"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Carbon monoxide alarm"", ""Central heating"", ""Keypad"", ""Indoor fireplace"", ""Private patio or balcony""]",4.63
419,373675137,"Boston, MA",94%,1.0,"[""Heating"", ""Coffee maker"", ""Conditioner"", ""Iron"", ""Clothing storage"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Self check-in"", ""Shampoo"", ""Private entrance"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Free washer \u2013 In unit"", ""Hangers"", ""Free parking on premises"", ""Cooking basics"", ""Dryer"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""TV"", ""Wifi""]",4.67
420,373675137,"Boston, MA",94%,1.0,"[""Heating"", ""Paid washer \u2013 In building"", ""Coffee maker"", ""Conditioner"", ""Clothing storage"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Self check-in"", ""Shampoo"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Hangers"", ""Free parking on premises"", ""Cooking basics"", ""Stove"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""TV"", ""Wifi""]",4.27
421,373675137,"Boston, MA",94%,1.0,"[""Heating"", ""Coffee maker"", ""Conditioner"", ""Free dryer \u2013 In unit"", ""Clothing storage"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Shampoo"", ""Private entrance"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Free washer \u2013 In unit"", ""Hangers"", ""Free parking on premises"", ""Cooking basics"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""TV"", ""Wifi""]",4.76
422,373675137,"Boston, MA",94%,1.0,"[""Paid washer \u2013 In building"", ""Coffee maker"", ""Conditioner"", ""Clothing storage"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Shampoo"", ""Private entrance"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Kitchen"", ""Hangers"", ""Free parking on premises"", ""Cooking basics"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Central heating"", ""Keypad"", ""TV"", ""Wifi""]",4.07
423,373675137,"Boston, MA",94%,1.0,"[""Coffee maker"", ""Conditioner"", ""Free dryer \u2013 In unit"", ""Clothing storage"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Free street parking"", ""Self check-in"", ""Shampoo"", ""Private entrance"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Patio or balcony"", ""Hangers"", ""Free parking on premises"", ""Cooking basics"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Central heating"", ""Keypad"", ""TV"", ""Wifi""]",4.58
424,373675137,"Boston, MA",94%,1.0,"[""Paid washer \u2013 In building"", ""Coffee maker"", ""Conditioner"", ""Clothing storage"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Shampoo"", ""Private entrance"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Backyard"", ""Hot water"", ""Microwave"", ""Kitchen"", ""Hangers"", ""Free parking on premises"", ""Cooking basics"", ""Stove"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Central heating"", ""Keypad"", ""TV"", ""Wifi""]",4.1
425,373675137,"Boston, MA",94%,1.0,"[""Heating"", ""Paid washer \u2013 In building"", ""Coffee maker"", ""Conditioner"", ""Iron"", ""Clothing storage"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Self check-in"", ""Shampoo"", ""Private entrance"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Backyard"", ""Hot water"", ""Microwave"", ""Hangers"", ""Free parking on premises"", ""Cooking basics"", ""Stove"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""TV"", ""Wifi""]",4.0
426,373675137,"Boston, MA",94%,1.0,"[""Paid washer \u2013 In building"", ""Coffee maker"", ""Conditioner"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Self check-in"", ""Shampoo"", ""Private entrance"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Kitchen"", ""Hangers"", ""Free parking on premises"", ""Cooking basics"", ""Stove"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Central heating"", ""Keypad"", ""TV"", ""Wifi""]",4.38
427,364978346,"Cambridge, MA",,1.0,"[""Children\u2019s dinnerware"", ""Books and reading material"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Coffee maker: Keurig coffee machine"", ""Wine glasses"", ""Dial body soap"", ""First aid kit"", ""Babysitter recommendations"", ""Pack \u2019n play/Travel crib - available upon request"", ""Iron"", ""Coffee"", ""Fire pit"", ""Portable fans"", ""Refrigerator"", ""Dishes and silverware"", ""Free driveway parking on premises \u2013 2 spaces"", ""Hair dryer"", ""Fire extinguisher"", ""Free street parking"", ""Stainless steel oven"", ""BBQ grill"", ""Self check-in"", ""Board games"", ""Private entrance"", ""Indoor fireplace: electric"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Gas stove"", ""Freezer"", ""Kitchen"", ""Outdoor dining area"", ""Hangers"", ""Ceiling fan"", ""Lockbox"", ""Crib - available upon request"", ""Private patio or balcony"", ""Clothing storage: wardrobe and dresser"", ""Cooking basics"", ""Piano"", ""Private backyard \u2013 Fully fenced"", ""Cleaning available during stay"", ""Bathtub"", ""Wifi"", ""Barbecue utensils"", ""Single level home"", ""Bed linens"", ""Outlet covers"", ""Cleaning products"", ""Standalone high chair - available upon request"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""Dedicated workspace"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Central heating"", ""TV"", ""Bluetooth sound system""]",4.88
428,22541573,"New York, NY",99%,1.0,"[""Heating"", ""Coffee maker"", ""Conditioner"", ""Dishwasher"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Iron"", ""Clothing storage"", ""Elevator"", ""Refrigerator"", ""Exercise equipment"", ""Dishes and silverware"", ""Hair dryer"", ""Pets allowed"", ""Gym"", ""Self check-in"", ""Shampoo"", ""Oven"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Free washer \u2013 In unit"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Toaster"", ""Cleaning available during stay"", ""Stove"", ""TV with standard cable"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Dining table"", ""Building staff"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Wifi""]",5.0
429,22541573,"New York, NY",99%,1.0,"[""Heating"", ""Coffee maker"", ""Conditioner"", ""Dishwasher"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Iron"", ""Clothing storage"", ""Elevator"", ""Refrigerator"", ""Exercise equipment"", ""Dishes and silverware"", ""Hair dryer"", ""Pets allowed"", ""Gym"", ""Self check-in"", ""Shampoo"", ""Oven"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Free washer \u2013 In unit"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Toaster"", ""Cleaning available during stay"", ""Stove"", ""TV with standard cable"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Dining table"", ""Building staff"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Wifi""]",5.0
430,277913848,,76%,1.0,"[""Heating"", ""Coffee maker"", ""Dishwasher"", ""First aid kit"", ""Iron"", ""Washer"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Smart lock"", ""Hangers"", ""Cooking basics"", ""Lock on bedroom door"", ""Dryer"", ""Bed linens"", ""Dedicated workspace"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""TV"", ""Wifi""]",4.65
431,277913848,,76%,1.0,"[""Heating"", ""First aid kit"", ""Iron"", ""Washer"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Essentials"", ""Exterior security cameras on property"", ""Hangers"", ""Cooking basics"", ""Dryer"", ""Dedicated workspace"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""TV"", ""Wifi""]",4.2
